subject #,segment #,_dbrain_18cluster_LORB,_dbrain_18cluster_RORB,_dbrain_18cluster_LP,_dbrain_18cluster_RP,_dbrain_18cluster_LIF,_dbrain_18cluster_RIF,_dbrain_18cluster_LPF,_dbrain_18cluster_RPF,_dbrain_18cluster_LT,_dbrain_18cluster_RT,_dbrain_18cluster_LIT,_dbrain_18cluster_RIT,_dbrain_18cluster_LTP,_dbrain_18cluster_RTP,_dbrain_18cluster_LO,_dbrain_18cluster_RO,_dbrain_18cluster_LIO,_dbrain_18cluster_RIO
00315,Segment 7,-1.75201,-3.86414,-5.83413,-3.17032,9.53076,7.36644,-5.49977,-7.07097,0.68834,0.54835,6.06849,5.63649,0.49838,6.14008,-0.24438,2.07636,2.85155,4.34785
00315,Segment 8,-1.09661,0.87783,0.83500,0.42866,-0.74875,-3.48575,-0.45269,0.40595,-1.30487,0.56198,0.66427,-3.29535,0.20050,-0.38345,1.42694,-0.48444,7.06603,2.14987
00315,Segment 9,0.75293,1.66204,-0.18732,0.34863,3.99406,-0.87570,-0.26265,0.67956,-0.55178,-3.72054,4.31267,-2.57442,0.09952,-1.62128,0.51872,-1.24844,-0.55224,-1.26156
00315,Segment 10,-1.77001,1.99766,7.36348,5.49090,-6.80681,-4.38508,4.84805,7.38552,-3.48262,-2.65300,-8.98797,-2.62599,-5.25579,-1.03778,-1.02110,0.36453,-7.31592,-3.83014
00315,Segment 11,-3.97503,-2.68725,1.64769,1.58280,-2.56135,-0.87586,-0.12104,0.30752,0.03881,0.83747,-1.40158,3.17352,0.18430,3.30981,-0.35576,1.14530,-1.36925,-0.18781
00315,Segment 12,-1.08864,-2.82697,3.03921,1.66665,-2.99040,-4.23933,1.09756,-0.30471,0.40744,0.19957,-0.35809,-1.95743,0.10580,0.77931,1.24455,1.60120,0.59420,-0.49330
00315,Segment 13,0.27722,0.14873,0.22512,-0.60137,-0.89010,-8.36106,2.80526,2.66591,2.25071,-0.35935,7.19808,-8.96742,2.91991,-3.28027,1.81702,-2.20433,6.01502,-0.51960
00315,Segment 14,-7.22896,-2.27169,1.55994,6.13951,-4.75251,0.73266,-4.91448,-0.07546,-1.75937,3.72700,-4.81091,2.21122,-2.18504,6.32449,1.14316,4.14548,-3.12966,-0.26559
00315,Segment 15,-5.12514,-4.86268,3.24629,1.86169,-0.06676,-1.46617,-2.16809,-3.90938,0.59890,-3.41763,1.64394,-0.70709,2.79987,0.37490,4.91574,4.71120,1.03916,2.45475
00315,Segment 16,3.07029,4.34591,1.42197,2.88255,-6.48556,-14.70232,5.36200,6.37874,-1.74345,-1.65270,3.78285,-12.18424,2.12765,-5.42448,2.54798,-1.67008,6.82619,-0.48538
00315,Segment 17,1.65050,3.60776,0.35810,2.24623,-0.42865,-1.18674,1.23957,2.44628,0.39599,1.84193,-1.16486,-1.90178,-2.57292,-0.99912,-2.96740,-3.27466,-5.89772,-4.36387
00315,Segment 18,-1.24076,2.87991,2.79780,1.36207,-4.13414,-1.52199,0.96349,4.05267,-1.48482,0.35545,-3.41013,-0.59634,-1.94268,-0.60004,-1.46145,0.43867,-3.57349,-1.81018
00315,Segment 19,-2.66592,-6.22653,-1.61764,-1.18813,0.96154,2.97858,-3.63407,-5.26027,3.62291,2.11767,-0.60770,7.42626,1.04859,6.16053,-0.53499,2.59671,0.13301,5.29071
00315,Segment 20,-5.94121,-4.10473,-0.49636,0.89957,3.33963,7.28437,-4.94056,-2.94216,0.58166,4.64425,-0.77534,7.03015,-1.68119,3.22630,-1.02575,0.16708,-2.85232,-0.62928
00315,Segment 21,-3.40834,-0.65456,-0.28854,3.95680,-2.83576,-0.07662,-0.56071,0.09833,-1.82455,4.91061,-4.18107,3.32461,-3.40628,4.09662,-1.57963,1.18969,-2.29798,-0.91696
00315,Segment 22,5.70069,1.06079,-0.18925,-0.70490,3.00158,0.71290,5.18541,1.70980,1.15969,-1.98393,-0.99966,0.29415,-4.99204,-2.14624,-4.83601,-3.94581,-2.80544,-1.95466
00315,Segment 23,-5.91711,-2.08272,3.84915,4.61996,-3.75545,-4.99801,0.60390,2.31252,-0.23657,0.20971,-2.35344,-5.30030,-1.59133,2.54321,1.26798,3.00811,-0.87912,0.61929
00315,Segment 24,-2.94817,0.70171,0.24200,2.26376,1.48597,-0.40089,-2.25161,2.22870,-2.05302,0.35014,3.54757,-0.60670,-1.88830,-1.97748,-0.52499,-0.28093,1.93513,-0.64991
00315,Segment 25,-2.77500,-4.57422,0.02822,-1.54577,3.55817,0.23586,-3.27446,-1.40619,-0.37846,2.32869,6.03424,3.05237,-0.29619,0.73470,1.02043,-0.88407,6.05826,1.42900
00315,Segment 26,-2.01342,-0.14199,1.74111,-2.33014,-0.77352,1.29358,-0.61780,-1.81282,-1.24836,-2.26841,2.34442,1.82389,1.91217,-0.83490,2.34164,0.67045,3.00987,3.15440
00315,Segment 27,-2.64661,-2.09653,-0.70851,0.36590,2.47113,1.27687,-0.62392,1.14128,-0.74746,2.27625,-0.05358,0.94866,-2.65057,1.67817,-1.41330,0.60929,-1.66831,1.95561
00315,Segment 28,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 29,2.10479,1.64179,2.14352,-4.38041,3.54486,-0.64982,6.43651,0.73376,7.04059,-4.51160,2.19394,-2.30597,1.28606,-4.39979,-2.45511,-6.15009,-3.30096,-4.34166
00315,Segment 30,-1.87079,2.79074,-0.48582,4.26677,-4.48394,-2.65354,1.99405,6.55554,-2.12598,3.34244,-4.60509,-3.36281,-3.33989,1.75080,-3.05350,-1.27447,-2.03345,-0.57933
00315,Segment 31,-3.48314,-2.86251,1.77877,5.26679,-1.11267,-1.07544,-0.79508,1.30078,-0.72000,5.04785,-4.36353,-2.33139,-3.89709,3.86015,-2.08845,1.08144,-3.99020,-1.46122
00315,Segment 32,-5.98047,-5.94825,0.05363,-2.52995,2.64689,2.97658,-4.51472,-7.39687,4.82496,-0.60209,1.48188,5.95173,4.00804,4.48897,2.64627,3.84181,2.63421,3.42308
00315,Segment 33,4.63565,6.02062,-2.86025,-0.99062,3.06495,2.92282,3.04150,4.31008,0.28503,3.38288,-2.15949,-1.85140,-4.71551,-1.31063,-6.84351,-5.04985,-5.21239,-5.37117
00315,Segment 34,3.32601,-0.76551,2.09387,-3.41625,1.19929,-0.79275,4.43681,-2.06184,4.50218,-3.68967,0.67755,-0.93937,0.73798,-0.06992,-1.10210,-2.70192,-1.43412,-0.77930
00315,Segment 35,-1.34611,-2.21659,0.58637,-0.68441,1.62566,3.50942,-1.90832,-3.04763,0.22799,0.42209,-1.17674,2.36758,-0.03259,2.14923,1.25868,2.18661,-1.97166,-1.50916
00315,Segment 36,-3.94944,-9.04860,-2.43868,-4.82128,5.34649,4.01178,-5.88618,-8.01263,0.66863,-2.54094,6.66953,7.98364,5.60300,4.51276,5.48157,4.90192,7.56281,9.50206
00315,Segment 37,-4.96003,-5.67184,-1.47345,0.19412,0.86681,1.78936,-4.55708,-6.12192,0.06067,2.04793,-0.92039,6.40439,1.80205,6.79899,2.72572,5.87911,1.38411,4.38119
00315,Segment 38,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 39,4.13630,-0.44756,-0.33814,-1.77146,3.25808,-1.97447,0.61517,-0.95977,3.88374,-2.33002,1.70025,0.45675,0.74159,-0.56580,-1.46308,-1.66298,-1.11253,-1.89698
00315,Segment 40,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 1,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 2,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 3,-3.49957,-0.29009,2.96432,2.55458,-5.74281,7.30250,1.92117,1.72212,-1.24226,-1.73933,-6.53640,2.06563,-3.43375,0.88897,-0.70539,1.16283,-4.98402,-2.04654
00315,Segment 4,2.51021,3.21106,4.06825,2.89210,-5.51991,-5.46375,4.83264,6.06243,2.02283,-5.62488,-4.11094,-6.25592,2.61462,-3.13172,-1.38661,-3.38301,-2.59968,-3.81463
00315,Segment 5,0.91492,2.09510,0.07358,3.55544,-2.97952,-2.12939,0.11272,4.41414,-2.17299,1.46185,-3.79526,-1.50729,-2.07476,0.81805,-1.80332,0.62829,-4.06483,-2.98332
00315,Segment 6,-11.14518,-5.05002,2.93899,5.08963,-7.40646,-0.18203,-5.53655,-1.57229,-2.50514,3.63836,-0.51167,1.24619,6.33359,9.24175,1.96364,3.51996,1.99084,1.79392
00315,Segment 7,-2.94603,-2.60750,1.31230,0.66007,1.47125,1.52570,-1.21642,-2.04010,-1.68869,-2.32472,2.82444,0.05359,4.00596,3.50521,0.75158,0.88124,-0.06591,-0.74131
00315,Segment 8,2.96640,2.04819,-0.23503,-5.70367,1.35177,6.65777,0.90747,-2.20013,0.50607,-0.98345,-0.46946,1.53168,1.42630,-0.19780,-0.71629,-2.19961,0.80974,-0.59540
00315,Segment 9,-1.43647,-4.27992,3.76684,-1.37649,2.17613,0.80579,0.08534,-4.53996,4.73618,-7.09171,1.39149,-0.26260,4.61345,1.16868,2.11211,1.40341,-0.91373,-0.83682
00315,Segment 10,0.46138,3.47629,0.89083,0.45992,-1.21198,0.64846,1.10515,3.73703,-0.43835,-1.32478,-4.55561,1.67425,-2.37206,1.81505,-3.43945,-0.57071,-6.16325,-1.72697
00315,Segment 11,-5.31021,-4.64831,-1.42908,0.68352,0.03355,0.08495,-2.20069,-1.80015,-1.84367,1.99485,0.80717,4.93753,-0.29207,6.70984,1.34424,3.36269,2.22235,4.00275
00315,Segment 12,-5.95331,-4.93703,1.65811,0.79715,2.32695,-5.10783,-6.08275,-3.39350,2.17180,1.01387,2.30904,-0.80296,3.76965,1.73060,5.22465,4.66797,3.73474,2.80703
00315,Segment 13,7.52186,8.73151,-10.98073,-7.17382,3.05585,13.21823,-0.55641,1.05814,-5.66857,3.24556,2.03431,7.57699,-3.05828,1.04469,-5.36486,-3.12510,1.84509,2.24034
00315,Segment 14,-6.68531,-3.09281,-2.03478,-0.56640,-1.09143,7.13437,-5.82657,-4.23312,-0.67010,2.57377,-0.60218,9.05602,2.17641,6.34145,2.05083,1.99359,1.71386,3.73995
00315,Segment 15,-7.12746,-1.51387,-0.34336,2.19938,-0.89046,-0.22865,-6.61558,-2.21766,-2.80951,2.88592,0.31650,2.11957,2.79955,5.66811,3.49857,4.31640,1.49515,2.82021
00315,Segment 16,3.20392,0.92967,2.87353,-2.41622,-0.29627,-3.07252,4.53883,-1.61850,3.33213,-4.46281,-0.22417,-1.92869,0.00219,-2.03104,0.86863,-0.78923,-1.18501,-1.59042
00315,Segment 17,1.02494,2.52026,-3.28059,1.88473,0.03355,4.15821,-0.46270,2.05410,-3.09668,1.84900,-1.44350,2.26016,-2.40920,1.80131,-2.52643,-1.08525,-4.86133,-1.17353
00315,Segment 18,-1.81334,1.26732,-1.25754,-0.08197,-1.47522,3.52786,-1.07614,-0.27046,-0.20134,1.90709,-2.67008,4.10502,-2.26434,3.50127,-2.15252,-0.12474,0.21266,1.64770
00315,Segment 19,-0.78332,1.55966,-9.11492,-2.58324,3.36076,3.81783,-4.58768,1.01201,-0.99819,5.41397,4.42314,4.74714,2.78905,4.94850,-2.94101,-1.46407,2.85474,4.04388
00315,Segment 20,-0.23904,3.55850,-2.42263,-4.78014,1.43392,7.79991,-1.03231,0.27715,0.77815,-0.25884,-0.96823,6.34871,-0.55115,-0.70032,-1.51431,-1.48732,-1.62369,0.32832
00315,Segment 21,1.13003,1.94493,-1.97134,-0.26925,0.82938,1.64093,0.25865,0.67775,-0.91736,1.91571,-0.82235,0.98681,-1.62017,1.70581,-2.03581,-1.16637,-1.24319,-1.58212
00315,Segment 22,-2.47379,-5.69687,-1.95223,-2.66650,3.03149,-1.62573,-3.79735,-3.15347,1.23159,-4.31918,10.15538,1.28819,5.80457,1.09613,4.84386,1.91792,9.53140,6.51146
00315,Segment 23,-5.21306,-4.43395,-1.02307,-0.26538,-0.12147,2.70014,-3.67207,-4.71713,-1.51293,-3.22370,6.34959,0.85490,5.21107,3.21141,3.84837,3.63578,9.06464,6.27552
00315,Segment 24,-6.19165,-3.43412,-1.41758,1.33369,0.18115,6.23534,-6.71039,-2.24853,-4.02053,0.60720,-0.00301,6.89676,1.86066,6.08538,2.18984,4.10676,1.70847,2.84877
00315,Segment 25,-7.37417,-5.80462,-0.10103,3.33817,0.01193,-1.27280,-5.18560,-0.33211,-2.02312,5.57075,1.39312,2.28140,2.12048,5.33364,1.11616,2.32993,1.04004,1.71462
00315,Segment 26,-1.57623,1.22605,0.41611,1.19855,0.85998,-1.56105,0.28307,2.32815,-2.31890,1.17078,-0.76691,-0.82469,-2.15561,2.60963,-1.87499,-1.38016,0.77122,0.35933
00315,Segment 27,-5.03113,-3.82253,1.56598,2.35217,-1.78642,-2.77452,-3.38757,-1.38004,-1.53821,1.12504,0.58467,0.85725,3.88443,3.98643,2.22089,3.22283,1.29439,2.12784
00315,Segment 28,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 29,-1.01503,1.22446,0.01292,-4.65298,-1.33150,-0.13658,-0.30843,-0.96606,1.48319,-0.91688,1.91114,0.48862,4.48544,0.99147,2.05685,0.00062,3.55630,0.91713
00315,Segment 30,-3.47649,-1.31589,2.42643,0.41441,-4.08771,-2.90191,-0.60671,0.70162,1.43659,0.74869,-0.77409,-2.84049,5.10015,2.44459,1.18422,-0.37478,1.39268,0.84173
00315,Segment 31,-2.01990,-1.23997,-1.17757,-0.28442,5.54748,-1.68683,-1.26489,-1.13323,0.05462,-0.24024,6.14872,-3.77860,1.86038,0.67036,0.18124,-0.58363,3.95305,1.36752
00315,Segment 32,-0.04899,0.05522,-0.00786,-0.28291,-1.41704,-2.51381,-0.29417,-1.37846,0.84727,-2.77750,-0.32993,-1.49440,4.07559,1.18499,2.97066,1.25820,2.65978,1.08524
00315,Segment 33,2.18693,2.91784,-1.31485,2.32897,-2.39912,-1.42267,0.59142,4.99884,1.63646,4.99366,-3.59288,-3.89999,-3.31083,0.63341,-4.11414,-2.21350,-4.31852,-5.44727
00315,Segment 34,-5.99119,-4.22474,2.14544,7.04818,-7.71475,-8.65655,-3.74197,0.54916,-4.70238,1.79576,0.71589,-3.83967,3.40990,5.44609,5.17837,5.27154,5.84666,3.79142
00315,Segment 35,7.08892,5.38235,-2.62849,-4.77296,4.29547,7.77575,2.81606,1.10186,1.14433,2.91776,-1.37003,4.72486,-6.15551,0.77241,-7.90573,-7.43477,-6.36183,-5.15195
00315,Segment 36,-0.26380,-3.96996,-2.37867,-3.72111,4.92963,3.14574,-3.88783,-4.78052,0.95660,1.76205,3.50599,3.01025,3.03838,1.62593,2.47646,0.69360,3.35200,3.14702
00315,Segment 37,-0.20349,-0.82126,2.66372,2.68950,-3.63954,-7.05053,2.71255,3.26535,3.30718,3.11302,-3.11879,-5.37678,1.31110,0.45450,-1.69000,-1.77344,-3.05221,-4.63330
00315,Segment 38,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
00315,Segment 39,1.93513,1.20520,-0.89631,-2.30321,2.21554,-0.28162,-0.81331,-0.44935,-1.40014,-1.07635,-1.01105,1.61200,-1.39554,1.73219,1.18799,1.85609,0.92875,0.29819
00315,Segment 40,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥,¥
